Geneid	Fly/RNA_seq/WT_1.bam	Fly/RNA_seq/WT_2.bam	Fly/RNA_seq/WT_3.bam	Fly/RNA_seq/PhoKO_1.bam	Fly/RNA_seq/PhoKO_2.bam	Fly/RNA_seq/PhoKO_3.bam	
Jon25Biii	1823	1344	23	37	68	589	
Jon25Bii	1051	184	1	2	2	592	
Jon25Bi	986	364	8	5	2	177	
Marcal1	775	771	445	499	801	709	
CG34124	8	8	8	4	9	5	
asRNA:CR43824	0	0	0	0	0	0	
CG34125	1315	1291	731	842	1335	1128	
eIF3i	14448	13777	8030	9507	14657	13213	
Scox	1281	1223	769	789	1147	1008	
CG3756	1341	1301	741	859	1258	1123	
l(2)05714	1603	1504	1057	934	1434	1302	
CG14043	1588	1506	950	1061	1532	1311	
mRpL28	1841	1647	1059	1157	1757	1474	
Gmd	3105	3387	1984	2138	3088	2826	
CG3792	3000	3121	1717	2021	3005	2645	
CG8891	1126	1027	707	985	1434	1190	
CG8892	2537	2497	1381	1685	2406	2150	
CG34126	5010	5042	3152	3517	5708	5347	
Rtnl1	17712	19609	10615	10874	18354	16544	
CG31917	0	0	0	0	0	0	
Tfb5	0	0	0	0	0	0	
SelT	5273	5259	2877	3374	4892	4409	
vkg	4901	4467	3531	4231	6927	4296	
Col4a1	7428	6742	5130	6291	10932	6816	
SP555	0	0	0	0	0	0	
CG14042	0	0	0	0	0	0	
CG31650	3879	3873	2255	2334	3662	3552	
CG44001	0	0	0	0	0	0	
CG33995	0	0	0	0	0	0	
CG44000	0	0	0	0	0	0	
CG9121	679	676	416	529	664	691	
eIF3h	14315	14403	8805	10095	15367	13682	
senju	620	633	324	389	669	553	
CG14036	17	19	5	21	19	15	
His3.3A	13123	12457	7464	9358	12980	11799	
CG31918	3898	3447	2324	1912	2679	2565	
Rpn11	10798	10791	5594	6498	9450	8690	
lncRNA:CR45291	8	9	10	4	1	0	
qtc	1153	1168	746	860	1430	1146	
asRNA:CR43820	4	7	6	2	1	0	
mir-2495	0	0	0	0	0	0	
asRNA:CR45305	0	0	0	0	0	0	
RpL37A	40540	40632	24373	27035	39995	37798	
Pgant5	7355	8078	4757	4986	8301	7245	
CG5828	1031	913	590	584	812	727	
CG4230	3022	2897	1959	1749	2711	2393	
ND-13A	1515	1463	820	853	1219	1252	
Msp300	40358	40270	35199	18547	34225	24113	
snoRNA:Psi28S-2263	0	0	0	0	0	1	
snmRNA:765	0	0	0	0	0	0	
snmRNA:128	0	0	0	0	0	0	
snoRNA:Psi18S-525k	8	6	7	2	9	6	
snmRNA:158	0	0	0	0	0	0	
Cyp28d2	92	88	71	50	65	38	
Cyp28d1	274	326	177	298	346	321	
CG7742	2	5	1	3	7	6	
CG14034	0	2	0	1	0	0	
TpnC25D	142	32	24	139	57	14	
tkv	18045	18972	10300	10920	19420	17662	
tRNA:Asp-GTC-2-1	0	0	0	0	0	0	
tRNA:Asp-GTC-1-1	0	0	0	0	0	0	
CR14033	34	35	16	21	14	7	
lncRNA:CR44744	10	11	5	6	12	15	
Cyp4ac1	144	140	151	82	269	145	
Cyp4ac2	12	5	5	3	8	11	
Cyp4ac3	25	11	30	19	8	11	
Bsg25D	2593	2616	1631	2027	3182	2813	
Bub1	2419	2455	1423	1636	2408	2208	
lncRNA:CR44743	1	0	1	8	10	8	
lncRNA:CR44742	0	0	0	0	0	0	
vri	6980	6697	3654	4110	4984	5300	
lncRNA:CR45730	4	3	2	2	4	2	
CG14024	1004	1036	632	687	966	729	
Ncoa6	8469	8866	5330	5852	9385	8497	
lncRNA:CR44985	1	0	0	0	0	0	
cype	4418	4211	2625	3083	4099	3338	
CG14022	6	1	5	4	2	2	
TotM	1	1	0	0	0	0	
fusl	415	489	250	255	203	283	
CG12512	119	42	86	347	402	150	
nompC	35	17	20	39	38	22	
lncRNA:CR42850	0	2	0	0	2	0	
lncRNA:CR44745	1	3	4	1	0	0	
H15	1565	1645	891	963	1504	1496	
lncRNA:CR43713	0	0	0	0	0	0	
lncRNA:CR43714	0	0	0	0	0	0	
lncRNA:CR43715	0	0	1	0	0	0	
lncRNA:CR31647	2	1	2	0	3	2	
snoRNA:Me28S-A2486	0	0	0	0	0	0	
mid	2140	2405	1321	1454	2396	2184	
lncRNA:CR45287	0	0	3	1	0	0	
CG14020	83	65	64	16	49	35	
CG7382	1034	988	593	647	959	821	
cl	4880	4857	2714	2905	4499	4233	
Vps52	1285	1393	852	964	1468	1342	
CG6907	2703	2630	1556	2081	2962	2710	
asRNA:CR44793	2	1	1	2	1	2	
Cap-D3	1464	1408	983	620	1018	823	
CG31648	295	260	160	263	389	376	
CG31915	920	1087	460	442	731	635	
CG7277	2042	1953	1046	1461	2063	1887	
tomb	12	18	8	11	11	3	
CG14015	692	576	376	365	432	360	
Hel25E	21312	22126	14263	14302	21282	18841	
Lam	40277	39872	23291	25073	39423	35946	
Oscillin	3339	4056	2027	1996	3197	2983	
CG14014	0	0	0	0	1	0	
CG18269	0	0	0	0	0	0	
CG14013	0	1	0	0	0	0	
CG14017	1	0	0	0	1	0	
GluRIIA	108	104	52	55	97	58	
GluRIIB	8	10	11	10	9	13	
lncRNA:CR44794	0	0	0	0	0	0	
snRNA:U4:25F	0	0	0	0	0	0	
CG14011	0	1	0	0	0	0	
CG7251	0	2	0	0	2	0	
CG18266	0	2	0	0	2	2	
DIP-eta	445	418	275	234	385	369	
lncRNA:CR44795	5	8	4	2	1	5	
lncRNA:CR44796	0	0	0	0	0	0	
Cyp6a16	1	0	2	0	0	2	
DIP-theta	483	404	281	322	436	410	
lncRNA:CR44822	6	3	2	1	3	1	
mir-959	1	0	0	0	0	0	
mir-960	0	0	0	0	0	0	
mir-961	0	0	0	0	0	0	
mir-962	0	0	0	0	0	0	
mir-963	0	0	0	0	0	0	
mir-964	0	0	0	0	0	0	
lncRNA:CR44821	0	0	0	0	0	0	
Hsp60C	0	5	1	1	7	0	
CG12511	0	0	0	0	0	0	
lncRNA:CR44819	0	0	0	0	0	0	
lncRNA:CR44820	0	0	0	0	0	0	
CG7236	12	9	7	25	24	23	
CG14007	0	0	0	0	0	0	
asRNA:CR44818	0	0	0	0	0	0	
CG34011	0	0	0	0	0	0	
CG11149	2	1	2	17	0	5	
sip1	1412	1416	781	1002	1403	1289	
CG11030	4233	4210	2532	2837	4674	4199	
CG14006	4	9	7	8	13	3	
CG11147	190	251	110	71	134	70	
CG11029	404	177	95	123	200	153	
obst-E	157	259	58	467	139	92	
CG9171	1634	1908	1000	958	1923	1666	
asRNA:CR31912	0	0	0	1	0	1	
CG31913	14	12	4	9	14	11	
CG14005	833	837	535	488	714	658	
CG7239	2176	2019	1280	1481	2026	2067	
CG11034	388	502	157	130	176	175	
lncRNA:CR44575	0	0	0	0	0	0	
lncRNA:CR44576	0	0	0	0	0	0	
CG43307	0	0	0	0	0	0	
CG31644	0	3	0	0	1	0	
TrissinR	325	246	130	218	265	242	
rau	596	684	346	624	936	899	
CG44574	0	0	0	0	2	0	
Sfp26Ac	0	0	1	0	1	4	
CG43185	0	0	0	1	0	0	
CG9029	1	0	0	2	4	2	
lncRNA:CR44577	0	0	0	0	0	0	
lncRNA:CR44578	0	0	0	0	0	0	
Acp26Ab	0	0	0	0	0	0	
Acp26Aa	0	0	0	0	0	0	
lncRNA:CR44579	0	0	0	0	0	0	
CG9021	2640	3601	3999	2562	1310	1869	
lncRNA:CR43808	0	0	0	1	1	0	
bchs	3655	3974	2324	2816	4667	3412	
CG14000	0	1	0	3	0	1	
CG9016	61	65	31	43	64	45	
asRNA:CR43926	0	0	0	0	0	0	
dsf	87	77	51	67	68	59	
lncRNA:CR45288	0	0	0	0	0	0	
lncRNA:CR45289	0	0	0	0	0	0	
Sfp26Ad	0	0	0	0	0	0	
Gpdh1	1502	1320	891	1110	1383	1187	
lncRNA:CR44986	0	0	0	0	0	0	
CG9044	2524	2537	1624	1740	2680	2406	
CG13999	178	176	111	133	140	131	
CG13998	0	0	2	0	1	1	
Vm26Ab	1	0	1	2	0	1	
Vm26Ac	0	0	0	0	0	0	
Vm26Aa	0	0	0	1	0	0	
psd	7	20	3	7	10	18	
CG13992	15	12	10	23	5	27	
Ucp4C	4	4	1	7	3	13	
asRNA:CR43465	0	0	0	0	0	0	
Ucp4B	0	0	0	0	0	0	
chic	65224	70650	40261	37867	63200	55833	
eIF4A	119653	117678	71916	77319	115685	105901	
ifc	3820	3671	2288	2505	3742	3267	
lid	14931	15155	9141	10008	15840	14035	
Tsp26A	1418	1688	835	703	1412	1282	
Gal	800	1053	327	445	628	505	
asRNA:CR43866	6	2	2	2	2	2	
CG9098	2484	2171	1501	1569	2167	1906	
H2.0	68	77	27	49	77	68	
CG13996	5	7	7	5	9	5	
CG9107	1906	1933	1038	1063	1571	1482	
CG9109	173	137	105	106	169	129	
mtm	4327	4235	2299	2664	3983	3756	
CG9117	182	170	108	93	188	159	
CG31643	630	613	364	390	537	479	
Pfas	4807	4827	2942	3115	4527	4521	
mir-966	7	11	5	12	15	7	
slmo	23	23	17	11	27	12	
CG34179	0	0	0	0	0	0	
CG12393	1456	1372	828	775	1286	1173	
CG9135	20699	20594	11812	12217	19489	18132	
CG13995	790	695	461	519	704	580	
CG34180	4	2	0	5	1	3	
ND-51	5381	5045	3150	3530	4858	4407	
CG13994	732	715	423	515	738	679	
Fbw5	668	674	435	364	589	563	
CG9147	967	744	531	576	835	760	
CG9150	50	61	43	194	352	367	
Pfdn1	2772	2893	1602	1642	2712	2469	
CG9154	834	827	469	538	799	731	
Kr-h2	6162	6322	3230	3732	5612	5083	
lncRNA:CR43801	5	3	3	3	3	5	
lncRNA:CR9162	5	5	5	1	4	3	
lncRNA:CR44773	1	0	0	0	0	1	
Kr-h1	2621	2435	1709	1649	2448	2299	
CG45075	0	0	0	0	0	0	
CG9175	2025	2107	998	1180	1783	1583	
stai	21406	23646	16668	10892	20274	18794	
CG31642	155	193	94	130	222	230	
Arpc4	3606	3544	1764	2125	3113	2888	
WDR79	1484	1354	820	932	1414	1330	
B9d2	0	0	0	0	0	0	
tctn	0	0	0	0	0	0	
CG9222	1	3	2	0	1	2	
lncRNA:CR45719	0	0	0	0	0	0	
lncRNA:CR44824	0	0	0	0	0	0	
CG13991	0	4	0	0	1	0	
Muc26B	113	1622	7	2	2421	1440	
CG31639	0	1	0	0	1	1	
CG13989	1	1	0	0	1	2	
smal	8636	9072	5411	5515	8971	7923	
Ugt37b1	1	2	3	1	2	3	
lncRNA:CR44823	0	0	0	0	0	0	
Ddr	1579	1490	973	1003	1563	1377	
AANATL2	462	685	165	216	255	269	
CG13983	5	5	1	2	0	2	
lncRNA:CR42735	5	4	1	0	2	1	
CG43922	1	1	0	4	1	3	
CG13984	1	3	1	6	7	6	
PDZ-GEF	9190	9054	5588	5582	9006	8089	
Pez	2188	2412	1353	1496	2778	2288	
Cpr	5628	6036	3439	3117	5119	4684	
CG9497	3	1	0	0	3	0	
CG9498	2	0	2	55	11	5	
ppk7	1	0	1	4	0	0	
ppk14	0	0	0	0	0	0	
CG9500	1	1	0	1	0	1	
lncRNA:CR44777	0	0	0	0	0	0	
lncRNA:CR44778	0	0	0	0	1	0	
CG9505	66	47	29	85	90	77	
slam	6	7	4	15	17	17	
DIP-epsilon	444	482	268	278	455	363	
CG9507	31	104	14	27	29	54	
CG42370	209	733	78	205	91	501	
CG42369	216	144	141	138	258	140	
CG13982	68	47	27	36	65	35	
Tig	1956	2314	1292	1670	2107	2349	
Fic	771	663	428	505	673	626	
CG9527	2003	2374	1109	837	1347	1357	
retm	2278	2272	1325	1391	2140	1867	
frj	1798	1699	1032	1070	1612	1381	
Rchy1	968	932	709	741	893	715	
HemK1	451	386	295	334	449	374	
mmy	2171	2274	1296	1446	2279	2066	
CG9536	1884	1910	1066	1243	1888	1747	
Sec61alpha	29013	33068	16248	19267	31441	27323	
lncRNA:CR45463	2	6	5	1	9	7	
Daxx	6177	5803	3505	3999	5876	5361	
KFase	165	200	80	106	109	115	
epsilonCOP	3829	3621	1964	2648	3874	3253	
Phf5a	1651	1626	936	1117	1593	1373	
CG31638	4527	4863	3110	2534	4334	3875	
CG9547	542	590	337	419	588	523	
CG9550	4	3	3	1	2	2	
CG31637	2265	2721	1299	1210	2062	1904	
lncRNA:CR44775	0	0	0	5	0	2	
eya	3674	3648	2156	3544	4673	4436	
lncRNA:CR44776	10	14	7	9	12	15	
IFT52	41	47	23	35	52	41	
COX5B	3953	3736	2387	2746	3844	3198	
CG9596	1538	1531	979	1034	1439	1197	
COX5BL	0	0	0	0	0	0	
Ent2	9694	9651	5812	6451	9489	9086	
CG13766	395	313	213	228	361	306	
CG11319	535	430	348	822	1183	975	
CG11050	1584	1584	918	1080	1521	1367	
DIP-iota	62	56	31	41	47	52	
lncRNA:CR44913	1	2	0	1	0	1	
CG34345	0	2	0	0	0	0	
Oatp26F	198	150	96	143	198	140	
CG31635	4673	4537	3127	3012	5000	4291	
Tango1	6842	7469	4379	5072	7900	6609	
CG31633	302	293	208	172	291	249	
CG31636	36	96	17	22	19	102	
CG11070	2068	2067	1281	1424	2106	1846	
CG13771	0	0	0	0	0	0	
CG34310	317	288	197	181	270	251	
cup	0	0	0	0	0	0	
Galt	798	771	467	581	833	686	
Spn27A	7212	7376	3889	4188	6763	6131	
cort	333	256	179	187	310	317	
Nse1	469	424	286	317	468	414	
Nhe3	4010	3959	2504	2562	4112	3713	
CG11327	4	7	6	0	6	4	
Tsp	4117	4393	2106	1793	3393	3418	
AkhR	89	150	28	100	32	102	
Aatf	1773	1744	1098	946	1452	1351	
homer	4345	4379	2622	2678	4424	4169	
Liprin-alpha	5520	5820	3300	3560	5741	5160	
TTLL3B	8	1	2	8	14	21	
TTLL3A	1	0	0	0	0	2	
CG11221	167	162	99	123	133	159	
CG31910	1	0	0	0	0	0	
snoRNA:Me28S-G2743	0	0	0	0	0	0	
CG44271	0	1	0	0	0	0	
CG11322	0	1	0	0	0	0	
LUBEL	29	21	16	43	49	10	
CG17378	386	308	207	256	296	292	
nrv1	3781	4335	2246	2135	3915	3382	
nrv2	9380	9136	5979	7888	11432	10754	
lncRNA:CR43610	0	0	0	1	0	0	
tRNA:Arg-CCT-1-1	0	0	0	0	0	0	
CG17376	0	9	1	1	3	1	
CG17377	1	10	0	3	2	0	
CG11236	19	8	41	8	12	3	
CG17375	0	1	3	1	1	0	
lncRNA:CR44081	0	0	0	0	0	0	
sens-2	340	373	202	229	365	297	
Rca1	2315	2161	1350	1395	2153	1921	
l(2)k09022	5133	5052	3152	3127	4611	4036	
Nha1	169	146	92	72	151	65	
lncRNA:CR44915	2	6	5	0	2	2	
lncRNA:CR44914	24	5	3	6	15	9	
Nlg2	1987	1733	1118	1257	1550	1359	
mir-932	0	0	0	0	0	0	
CG13773	735	648	401	484	713	662	
Rat1	4482	4545	2431	3216	4734	4164	
Wee1	2234	2190	1288	1523	2314	2163	
x16	10578	10456	5965	6744	10169	9272	
CG32829	62	49	49	66	70	71	
nop5	11885	11368	6459	7755	11362	10516	
snoRNA:nop5-x16-a	6	12	11	8	7	7	
Hrb27C	73861	80043	47263	42327	73738	65630	
CG43232	5	5	2	2	4	0	
CG18304	42	31	30	49	47	39	
Fgop2	1610	1572	975	1055	1566	1494	
ihog	11437	11670	6573	8044	13360	12719	
Gas41	1039	1091	748	851	1251	1139	
SA	5348	4950	3642	3531	5276	4644	
CG13775	270	272	189	230	286	279	
CG3430	1610	1446	1019	1206	1710	1414	
Atac1	440	428	281	281	406	366	
CG10399	171	186	147	132	180	147	
sip2	6332	5643	4119	3966	6092	5589	
Coprox	2417	2341	1420	1426	2146	1917	
smt3	28891	28343	18806	19082	30682	27890	
snRNP-U1-70K	8106	7853	4569	4696	7392	6675	
CR43142	1	1	1	3	1	0	
uif	37004	37573	22325	18421	31649	29140	
lncRNA:CR44326	1	2	0	1	2	0	
CG43321	0	1	0	0	0	0	
CG43322	51	47	34	35	48	43	
Gart	7087	8645	4022	4358	6281	6212	
Pcp	1129	679	217	280	1009	333	
CG31908	4431	4536	2560	2657	4097	3843	
MME1	293	276	152	221	304	263	
Rab30	942	967	624	515	829	771	
Caper	13547	12848	7489	8684	13057	12256	
milt	7165	7300	4575	4754	7379	6692	
Mnn1	4694	5247	2862	1971	3826	3379	
CG31907	13	12	11	10	18	17	
Sem1	4947	5213	3145	2790	4613	4273	
Nuf2	820	786	560	658	944	842	
CG11289	0	1	0	2	2	2	
Pvf2	789	1018	406	396	958	782	
lncRNA:CR44611	9	3	2	4	6	0	
lncRNA:CR46196	7	5	1	0	0	0	
Pvf3	1048	1073	600	657	1154	841	
lncRNA:CR44612	5	1	0	0	0	1	
lncRNA:CR44610	4	4	7	0	0	0	
lncRNA:CR46210	6	5	6	0	1	2	
lncRNA:CR44613	4	3	9	0	1	3	
MICU1	3385	3216	2034	2189	3167	2660	
CG4496	1420	1503	868	555	920	721	
CG4497	1476	1505	905	776	1223	1106	
CG4502	3621	4098	2065	2334	4411	3530	
CG13784	2361	2646	1600	1883	2741	2228	
mEFG1	1133	1038	666	729	1035	936	
asRNA:CR44989	0	0	0	0	0	0	
Ndae1	1374	1711	1259	1504	1482	877	
CG43799	11	4	3	12	22	9	
CG43800	6	19	11	13	20	7	
CG13786	6	5	4	4	4	4	
Wnt4	3198	2897	1852	1890	2921	2662	
CG31909	10	7	3	4	10	8	
wg	3250	3512	1779	2122	3408	3159	
lncRNA:CR45304	9	14	11	7	12	14	
Wnt6	1717	1856	1019	798	1248	1245	
Wnt10	193	163	116	118	200	187	
asRNA:CR44063	4	0	0	0	0	0	
ninaC	183	184	123	151	215	175	
CG5149	2581	2594	1417	1560	2583	2338	
gudu	2	2	1	0	0	0	
CG5160	113	93	68	65	99	86	
CR44079	19	16	7	1	1	5	
CG5171	658	998	103	304	2117	682	
lncRNA:CR46205	4	4	2	2	3	4	
CG5177	1196	1346	544	1025	1304	804	
CG5181	1392	1383	816	938	1503	1323	
CG15818	32	238	11	48	1	1172	
chm	2650	2545	1564	1603	2315	2066	
lncRNA:CR43857	9	5	2	5	7	12	
mir-275	0	0	0	0	0	0	
mir-305	8	5	4	4	4	3	
muc	4357	4297	2461	3256	4730	3961	
CG5958	667	2185	350	575	321	1218	
CG5973	514	383	275	325	667	458	
santa-maria	922	721	429	690	811	752	
Gr28a	0	0	0	2	0	3	
Gr28b	18	2	4	6	9	2	
CG6055	46	65	27	17	60	49	
Ziz	5750	6174	3536	3737	6183	4842	
CG6441	74	94	27	64	112	94	
Obp28a	0	47	0	0	2	0	
RapGAP1	4866	5158	3322	3330	5591	4747	
lncRNA:CR44082	1	0	1	0	1	1	
lncRNA:CR46063	0	0	0	0	0	0	
Spn28B	3	1	2	1	1	2	
lncRNA:CR45370	0	0	0	0	0	0	
Cyp4d21	0	0	0	0	0	2	
CG6739	701	626	470	419	632	578	
lncRNA:CR44799	0	0	0	0	0	0	
lncRNA:CR44800	0	0	0	0	0	0	
Slob	350	266	239	324	423	307	
Myo28B1	59	101	65	38	88	52	
lncRNA:CR44148	0	1	0	0	0	1	
CG18585	0	1	0	11	3	1	
CG7025	1	0	7	48	2	4	
CG43235	0	1	1	15	3	4	
Tep2	4852	5362	2953	2970	4459	4424	
Tep3	1327	1132	822	887	1506	1249	
asRNA:CR44990	0	0	0	0	0	0	
Ntl	3	5	1	0	1	0	
tRNA:Tyr-GTA-3-1	0	0	0	0	1	0	
CG33296	3	1	2	2	4	0	
CG13793	2	1	0	0	0	0	
CG13794	0	2	2	18	20	16	
CG13795	82	156	57	73	40	88	
asRNA:CR46074	0	0	0	0	0	0	
CG13796	230	385	126	111	204	302	
CG31904	9	17	13	5	11	12	
Acp1	0	1	0	1	0	0	
CG7214	82	182	138	28	101	18	
ATPsynGL	0	0	0	2	0	0	
CG7203	1	1	1	3	1	0	
lncRNA:CR45718	0	0	0	0	0	0	
CG46025	0	7	2	13	16	18	
CG7191	237	163	141	136	166	108	
CG7179	6	2	1	1	1	2	
Uro	0	0	1	6	4	0	
CG7164	0	0	1	0	2	0	
CG7154	5375	5190	3413	3697	5226	4787	
CG7149	388	433	212	321	428	482	
LKRSDH	2494	2967	1413	1406	2573	1628	
lncRNA:CR44825	22	27	14	12	39	18	
Herp	2182	2471	1238	1473	2399	2040	
r2d2	2171	2191	1312	1393	2057	1967	
cdc14	2357	2295	1277	1317	2056	1840	
LanB1	22429	22330	15002	13516	22022	18982	
asRNA:CR45008	0	0	0	0	0	0	
CG7115	2337	2404	1445	1606	2674	2334	
Rack1	118762	116828	68302	77248	116361	110321	
mts	31776	31926	19267	20916	32819	29080	
CR43100	0	1	0	1	1	0	
CG14537	0	0	0	0	0	0	
CG14535	1117	1011	654	826	1046	932	
lectin-28C	1615	2639	1240	227	506	302	
TwdlE	180	233	82	98	197	135	
Proc	1727	1029	1021	1132	1499	1212	
lncRNA:CR45364	0	2	0	0	0	0	
tRNA:Gly-GCC-1-3	0	0	0	0	0	0	
spz3	623	589	349	405	787	655	
CG7102	1817	1625	1085	1256	1923	1799	
SmE	4374	4328	2486	2720	4302	3682	
CG34132	1125	1147	623	711	1116	914	
Spn28Da	3	1	3	3	1	1	
Spn28Db	1	1	0	0	1	1	
Snoo	4709	4765	2716	3095	4743	4215	
CG7231	1077	1067	627	630	944	873	
pes	1311	1444	868	1057	1771	1772	
CG7227	36	36	13	3	4	13	
asRNA:CR44996	0	0	0	0	0	0	
Sirup	2321	2008	1632	1684	2487	2134	
Wwox	934	924	563	771	1142	982	
Spn28Dc	1636	1658	846	718	1210	1071	
CG12560	155	121	91	98	122	104	
Glyat	10	13	12	5	7	5	
Tg	190	295	229	421	500	237	
CG7367	131	156	81	92	171	117	
baf	6107	5647	3574	4067	6084	5596	
Cka	13878	14162	8128	8958	14109	12927	
CCDC53	231	224	112	144	208	195	
RpL36A	40998	42543	24777	27496	43796	40631	
snoRNA:Psi28S-2648	29	30	18	9	16	19	
CG7466	4586	5093	2833	2962	4938	4534	
poe	31277	31346	20815	18681	31673	24833	
MED20	1191	1175	710	707	967	906	
Trf	548	518	344	403	624	584	
Mcr	19954	20232	12013	12637	20971	19196	
asRNA:CR45257	0	0	0	0	1	0	
Bsg	9983	10672	6775	6277	9861	9072	
mon2	5843	5975	3454	3901	6102	5259	
CG8673	48	35	30	36	37	33	
CG12375	767	767	459	474	712	614	
CG8668	3411	3741	1951	2239	3569	3257	
PAPLA1	4978	5276	3386	3438	5050	4229	
mir-4984	0	0	0	0	0	0	
CG42762	0	0	0	0	0	1	
CG42763	1	0	1	1	0	2	
CG43394	1445	1509	986	1041	1650	1541	
CG31606	1	1	0	1	2	1	
Rbsn-5	1160	1189	681	767	1146	1045	
CG8498	3006	3093	1557	1762	2730	2260	
Piezo	5510	5314	3424	3407	5394	4585	
CG34134	135	115	82	74	120	117	
CG8475	2646	2518	1796	1792	2569	2334	
asRNA:CR44116	0	2	2	1	2	2	
CG8460	5204	5284	3166	3154	4921	4458	
PGAP5	835	814	484	516	796	698	
SLC5A11	210	236	126	143	217	226	
asRNA:CR44119	23	23	17	38	52	54	
lncRNA:CR44120	2	4	2	1	1	4	
lncRNA:CR44121	2	1	1	1	0	2	
CG8419	37	33	25	21	19	44	
Su(var)205	18690	16791	11607	12710	18774	16778	
Ssb-c31a	2136	1962	1477	1874	2663	2392	
CG8372	1889	2015	1073	1178	1706	1573	
CG8360	514	564	300	338	510	393	
CG8353	140	145	113	98	105	114	
CG8349	0	5	0	0	1	0	
CG8292	34	30	20	11	20	16	
Snx6	4853	5330	2988	2833	4629	4166	
Pvr	3667	4569	2033	2592	4569	3702	
Spn28F	1	0	0	0	0	0	
lncRNA:CR43262	0	0	0	0	0	0	
CG14277	31	18	8	51	64	46	
CG43057	0	0	0	0	0	0	
CG8086	633	467	478	577	658	459	
Btk29A	9185	9330	5712	5525	9200	8244	
mir-2b-1	0	0	0	0	0	0	
tRNA:Lys-TTT-1-1	1	1	0	0	0	0	
lncRNA:CR43752	0	0	1	0	2	0	
wol	2530	2880	1684	1829	2586	2250	
Scgalpha	497	396	298	453	566	469	
CG7840	848	810	483	545	725	641	
Ostgamma	6584	7434	3812	4526	7192	6121	
Mettl14	2004	1825	1254	1261	1832	1653	
CG7810	624	629	408	397	617	553	
CG7806	3057	3276	2102	2114	3820	2777	
mtsh	29	25	11	38	42	40	
strat	873	935	555	746	1307	1082	
CG7781	2047	1611	1161	1614	2104	1676	
CG14275	380	368	217	169	261	206	
CG14274	75	70	59	72	87	82	
CG14273	2	4	1	4	9	3	
asRNA:CR45371	0	0	0	2	3	1	
CG7778	168	220	82	342	709	210	
Mur29B	126	227	553	64	45	1212	
CG7627	3364	3573	2350	2034	3540	3077	
RpS13	71899	70846	46642	48713	74122	67370	
CSN8	1982	1897	1322	1258	1809	1563	
Pp2A-29B	24633	24797	14568	16398	24150	20945	
asRNA:CR45341	0	0	0	0	0	0	
CG17292	1254	1209	779	688	1053	987	
Wdr82	2442	2456	1439	1575	2330	2124	
CG13390	597	595	336	375	522	509	
CG17294	896	762	559	544	762	750	
AlaRS	16515	16412	8726	10040	15119	14310	
CG13392	243	244	161	176	207	180	
Rcd4	583	570	364	387	540	542	
Dad1	4692	4829	2655	2716	4330	3740	
CG13384	2462	2444	1363	1677	2617	2309	
CG42819	0	5	0	1	2	1	
snRNA:U6atac	0	0	0	0	0	0	
CG42820	0	1	0	0	2	0	
Acp29AB	0	0	0	0	0	0	
lectin-29Ca	0	1	0	0	0	0	
asRNA:CR45343	0	0	0	0	0	0	
Peritrophin-15b	0	0	0	0	0	0	
Peritrophin-15a	94	1298	4	5	1572	466	
CG13385	0	1	0	0	0	0	
CG13386	1	2	1	0	4	4	
CG31898	142	137	100	117	216	156	
fy	1203	1095	657	674	1013	986	
lncRNA:CR44991	3	3	2	1	2	1	
emb	16081	16106	10505	10764	16859	15153	
CG13397	598	566	362	555	790	686	
CG13398	689	661	428	433	790	641	
Akap200	69349	73684	43570	44424	69738	65982	
grk	199	205	119	74	175	150	
D12	1260	1073	813	897	1263	1099	
Chrac-14	1169	1088	709	799	1282	1102	
mus201	1375	1265	929	911	1407	1228	
CG31897	71	50	43	62	79	66	
Aasdh	1040	1000	671	763	1259	1051	
fu12	419	337	274	314	479	457	
prg	1339	1336	814	836	1311	1129	
d	20172	20134	11496	11428	19848	18247	
CheA29a	34	39	24	14	22	29	
tRNA:Asp-GTC-1-2	0	0	0	0	0	0	
tRNA:Asp-GTC-1-3	1	0	0	1	0	0	
CG43796	15	15	10	17	32	27	
lncRNA:CR43604	7	7	11	21	28	20	
CG13088	486	462	292	292	447	381	
CG43400	1	0	0	0	0	1	
Dh31	482	349	319	336	444	307	
Bace	1	4	0	0	0	1	
CG13096	9744	9787	5475	6241	9411	8857	
CG13097	2155	2105	1442	1424	2237	2146	
PIG-U	2471	2478	1480	1599	2398	2120	
mRpL51	1035	1018	564	627	920	854	
Uba4	1424	1453	749	889	1336	1196	
CG13091	21	23	19	17	35	17	
Acer	459	448	249	373	379	380	
lmgB	0	0	0	0	0	0	
lmgA	0	0	0	0	0	0	
CG17834	971	1099	545	677	1222	1007	
tRNA:Asp-GTC-1-4	0	0	0	0	0	0	
tRNA:Asp-GTC-1-5	0	0	0	0	0	0	
Sema1a	8098	8050	5329	4479	7756	6415	
tRNA:Phe-GAA-1-3	0	0	0	0	0	0	
lncRNA:CR43855	29	9	36	177	121	13	
tRNA:Asp-GTC-1-6	0	0	0	0	0	0	
Glt	4255	5063	2109	5309	7941	6083	
CG9287	1	0	0	1	0	1	
tRNA:Asp-GTC-1-7	0	0	0	0	0	0	
CG9289	12	7	2	5	13	17	
tRNA:Asp-GTC-1-8	0	0	0	0	0	0	
tRNA:Asp-GTC-1-9	0	0	0	0	0	0	
PrBP	1532	1487	1015	842	1442	1243	
