Geneid	Fly/RNA_seq/WT_1.bam	Fly/RNA_seq/WT_2.bam	Fly/RNA_seq/WT_3.bam	Fly/RNA_seq/SppsKO_1.bam	Fly/RNA_seq/SppsKO_2.bam	Fly/RNA_seq/SppsKO_3.bam	Fly/RNA_seq/SppsKO_4.bam	
Prosbeta4	6808	6921	3791	7986	7103	8216	7304	
CG17904	1902	1756	1059	2031	1739	2076	1911	
glu	6365	6064	4531	6794	5948	6691	5430	
ChLD3	66	46	33	61	50	57	75	
LSm7	2240	2159	1178	2632	2397	2728	2494	
BuGZ	11152	11327	7356	11684	9596	10200	8210	
yellow-b	593	606	337	393	330	359	276	
ppk17	8	8	3	5	6	7	11	
Mhc	3962	2962	2304	1185	952	1281	376	
Cyt-b5-r	214	137	39	49	45	44	41	
CG17928	188	216	189	87	82	71	89	
Ugt36Ba	0	1	0	2	0	4	3	
Ugt36Bb	0	0	0	1	0	0	0	
Ugt36Bc	59	72	53	51	58	58	62	
CG13280	2	2	3	1	6	0	3	
CG13272	426	414	256	493	439	461	395	
mdy	1882	1764	1157	1927	1632	2041	1796	
Cse1	8500	8323	5651	12754	10965	12702	10238	
AspRS-m	7306	7173	4739	7601	6512	7617	6252	
CG13282	40	35	21	36	29	41	27	
CG13283	5	7	7	11	13	12	14	
SclB	0	3	2	2	1	1	1	
SclA	0	0	0	0	0	0	0	
CG13284	252	423	178	295	223	259	191	
CG31810	13	39	7	19	24	30	21	
CG31809	12	28	19	12	14	18	13	
CG6012	168	57	25	12	22	35	17	
lncRNA:CR43858	3	3	0	0	0	0	0	
lncRNA:CR31781	300	293	188	329	321	391	297	
CG32832	0	3	0	1	0	1	1	
CG31743	0	0	0	0	0	0	0	
CG34313	0	0	0	0	0	0	0	
CG6115	3695	3698	2351	4419	3739	4502	3986	
tweek	11983	12231	7630	15564	12834	14482	9461	
lncRNA:CR44392	0	1	0	7	3	2	2	
CG42556	6	16	2	6	7	7	5	
CG31805	0	2	0	3	2	1	1	
CG12288	1226	1200	677	1269	1135	1455	1342	
ApepP	5487	5494	3147	5159	4626	5634	5032	
lncRNA:CR43053	0	0	0	0	0	0	0	
lncRNA:CR44393	0	0	0	0	0	0	0	
lncRNA:CR45285	0	0	0	0	0	0	0	
beat-IIIb	321	277	204	340	287	331	258	
CG44406	0	0	0	0	0	0	0	
lncRNA:CR44408	0	1	0	1	0	1	0	
CG31806	1	2	0	1	2	2	2	
lncRNA:CR45356	0	0	0	0	0	0	0	
lncRNA:CR45357	0	0	0	0	0	0	1	
CG6304	0	0	0	2	0	0	1	
lncRNA:CR45462	0	0	0	0	0	0	0	
lncRNA:CR43802	0	1	0	0	0	0	0	
CG15136	0	2	0	0	0	0	2	
lncRNA:CR43819	0	0	0	0	0	0	0	
CG12620	0	0	0	0	0	0	0	
lncRNA:CR45448	0	0	0	0	0	0	0	
CG31784	1	0	0	1	2	1	0	
CG34106	0	0	0	0	0	0	0	
beat-IIIa	0	0	0	0	0	0	0	
CG34169	0	0	1	0	0	0	0	
CR44394	0	0	0	0	0	0	0	
Gr36a	0	0	0	0	0	0	0	
Gr36b	0	0	0	0	0	1	0	
Gr36c	0	0	0	0	0	0	0	
CG31750	0	0	0	0	0	0	0	
beat-IIIc	1134	1142	809	1073	886	987	950	
lncRNA:CR44396	1	1	0	1	2	0	1	
lncRNA:CR44395	1	0	0	0	1	0	0	
lncRNA:CR45729	0	1	0	0	0	0	0	
CG15140	1	0	0	0	2	0	1	
CG6380	0	1	0	0	0	0	0	
CG34170	0	0	0	0	0	0	0	
lncRNA:CR45696	0	0	0	0	0	0	0	
CG45691	0	0	0	0	0	0	0	
lncRNA:CR43239	0	0	0	0	0	0	0	
lncRNA:CR44345	0	0	0	0	0	0	0	
lncRNA:CR44346	0	1	0	0	0	0	0	
CG31804	0	0	0	0	0	0	0	
Lrch	5207	5289	3247	5832	4695	5194	3834	
CLIP-190	4109	4079	3156	4431	3961	4616	3566	
Rpb11	1694	1765	1107	1937	1657	1905	1849	
CG15141	3376	3309	1878	3622	3271	3872	3547	
CG31803	46	33	24	37	39	27	28	
Dif	612	443	411	504	452	429	394	
lncRNA:CR44409	0	0	0	0	0	0	0	
CG5043	0	1	0	2	5	0	2	
CG33928	3	2	2	1	4	3	0	
dl	2039	1998	1286	1781	1646	1790	1454	
lncRNA:CR46204	23	26	26	18	22	23	16	
CG5050	39	48	28	23	20	25	29	
SPH93	227	454	104	202	238	166	210	
CG18563	127	243	53	61	52	54	61	
BicD	5492	5637	3450	6145	4982	6109	5189	
Sgt	6592	6514	3638	7287	6350	7224	6627	
Aac11	16441	15688	10445	19296	16423	17734	13698	
fws	2295	2348	1448	2619	2343	2884	2343	
CG5110	920	893	544	1073	914	1108	1066	
GCS2beta	8859	9768	5368	10210	8585	10543	9105	
CG5131	921	900	529	797	713	822	799	
CG43645	0	0	0	0	0	0	0	
CG43221	0	0	0	0	0	0	0	
CG43220	0	2	1	1	2	1	1	
qua	381	490	229	562	482	655	573	
asRNA:CR45715	0	0	0	0	0	0	0	
CG15142	6	5	1	0	0	1	3	
mEFTs	3002	2916	1912	3794	3277	3625	3741	
Dhc36C	80	91	54	196	173	195	120	
CG15143	7	14	11	20	19	15	9	
CG15144	7	2	3	5	11	4	5	
CG15145	11	6	6	4	3	3	3	
lncRNA:CR43304	2	0	1	0	0	0	0	
lncRNA:CR45697	1	0	1	0	0	0	0	
CG7094	4	2	5	2	3	6	1	
lncRNA:CR45919	10	12	6	15	6	13	14	
mir-124	0	0	0	0	0	0	0	
mir-287	1	3	1	0	1	0	1	
lncRNA:CR45358	17	15	24	36	30	18	30	
lncRNA:CR45698	9	2	3	5	4	8	1	
lncRNA:CR45111	15	17	11	26	16	23	16	
lncRNA:CR45112	4	7	5	2	6	6	9	
lncRNA:CR44411	39	42	23	11	13	11	11	
Oli	1486	1258	924	1568	1480	1524	1363	
lncRNA:CR44410	0	0	0	0	0	0	0	
CG6870	81	235	21	26	26	47	52	
Sytalpha	286	226	180	312	253	274	255	
lncRNA:CR44412	0	0	0	0	0	0	0	
lncRNA:CR44413	0	0	0	0	0	0	0	
CG15147	0	1	0	0	1	0	0	
CG43054	0	0	0	0	0	0	0	
lncRNA:CR45699	0	0	0	0	0	0	1	
CadN	20273	19380	13316	21331	17582	18874	10919	
CG43231	0	0	0	0	0	0	0	
CadN2	741	515	396	620	551	580	485	
lncRNA:CR43419	5	1	2	1	0	0	1	
CG42830	0	0	0	0	0	0	0	
lncRNA:CR43420	0	0	0	0	0	0	0	
lncRNA:CR45332	20	13	14	14	13	8	13	
lncRNA:CR45333	10	11	7	6	10	8	5	
CG43271	0	0	0	0	1	0	0	
lncRNA:CR43274	0	0	0	0	0	0	0	
lncRNA:CR44399	0	0	0	0	0	0	0	
lncRNA:CR44398	0	0	0	0	0	0	0	
lncRNA:CR44397	0	0	0	0	0	0	0	
btv	391	363	232	440	343	368	283	
CG5674	4194	4360	2772	4418	3654	4302	3283	
CG5681	6	4	3	2	2	0	2	
Prosbeta5R2	1	0	0	0	1	0	0	
lncRNA:CR44767	0	0	0	0	0	0	0	
lncRNA:CR44604	12	9	4	3	8	9	5	
lncRNA:CR44605	5	10	9	3	13	7	2	
CG5693	0	0	0	0	0	0	0	
CG42659	1	3	0	0	0	0	0	
CG42635	0	0	0	0	0	0	0	
CG42634	0	0	0	0	0	0	0	
CG31740	0	5	0	4	3	0	5	
elfless	0	3	2	1	0	1	1	
rdo	4395	5323	2637	5108	4171	4864	4237	
Arr1	5	8	9	24	15	37	20	
ninaD	3	0	1	1	1	1	2	
CG31741	10	1	1	0	0	0	0	
CG15153	2	81	3	3	6	5	45	
Slc25A46	1	3	1	0	1	0	0	
CG44476	5	5	3	2	2	0	2	
CG15152	29	41	10	25	17	8	15	
CG5758	11836	12713	7064	12051	9688	11783	10369	
CG31785	168	170	104	212	146	158	111	
kel	5983	6111	3791	6868	5745	6481	5512	
Socs36E	3653	3884	2034	4284	3522	4326	3608	
lncRNA:CR44478	3	3	5	11	7	3	2	
CG17681	42	59	40	17	17	21	46	
CG15155	11	54	11	24	20	15	359	
CG5783	29	20	19	25	20	24	32	
JMJD4	1510	1535	946	1515	1411	1635	1532	
CG42750	652	492	361	902	770	784	534	
Ptp36E	361	273	184	382	282	230	208	
lncRNA:CR44900	0	1	0	1	0	1	0	
asRNA:CR43413	0	0	0	0	0	0	0	
CG31802	1	3	0	2	1	0	0	
lncRNA:CR43406	0	0	0	0	0	0	0	
lncRNA:CR43408	0	1	0	0	0	0	0	
CG31788	0	2	0	0	0	0	0	
lncRNA:CR44901	0	0	0	0	0	2	0	
lncRNA:CR44902	0	0	0	0	0	0	0	
CG31787	0	0	0	1	0	0	2	
lncRNA:CR44696	0	1	0	1	1	0	0	
CG43362	1	0	0	0	0	0	0	
lncRNA:CR44693	0	0	0	0	0	0	0	
Sfp36F	0	0	0	0	0	0	0	
lncRNA:CR43358	0	0	0	0	0	0	0	
CG5790	0	1	0	2	0	0	1	
lncRNA:CR43353	0	2	0	2	0	0	0	
CG43354	0	0	0	0	0	0	0	
lncRNA:CR44694	0	0	0	3	2	0	1	
lncRNA:CR44695	4	2	2	1	6	4	4	
lncRNA:CR45721	12	15	10	19	14	28	15	
lncRNA:CR44489	36	37	25	72	56	41	38	
Fas3	25681	27229	15807	29338	23974	28359	22225	
Acp36DE	2	0	1	4	5	9	5	
CG34171	3	7	6	2	1	2	4	
lncRNA:CR44486	0	0	1	0	0	0	0	
lncRNA:CR44487	0	0	0	0	0	0	0	
lncRNA:CR44488	0	0	0	0	0	0	0	
RpS26	73648	70228	41049	74864	65756	77148	68739	
ncm	5582	5872	3967	6346	5471	6531	4929	
bsf	5512	5285	3499	6444	5528	6319	5354	
Ntf-2r	5	9	0	8	6	7	3	
lncRNA:let7C	31	46	10	35	35	35	51	
mir-100	0	0	0	0	0	0	0	
let-7	0	0	0	0	0	0	0	
mir-125	0	0	0	0	0	0	0	
CG10283	2200	2212	1311	2362	1835	2341	1740	
grnd	2914	3078	1899	2969	2526	2971	2874	
kon	2606	2758	1603	3042	2492	3422	2203	
CG10178	120	244	60	238	214	159	184	
CG10211	1744	1970	1498	2274	1861	2058	1691	
lncRNA:CR44903	0	0	1	1	0	1	0	
Pde11	3564	3833	2111	4142	3368	4426	3053	
CG15160	2993	3085	1832	3400	2877	3450	2985	
amos	1	0	1	0	0	0	0	
CG10413	6096	6708	3836	6507	5431	6302	5295	
CG31789	78	134	3	1	2	30	1	
CG10333	3019	3158	1984	3669	3146	3698	3030	
Atac2	1398	1303	922	1505	1287	1462	1270	
CG15161	3	4	5	1	5	5	3	
MESR3	3217	3760	1606	3418	2712	3767	3177	
Cyp310a1	1441	842	1114	1021	1041	1105	1023	
CR42490	5	6	6	9	4	7	6	
CG43338	18	19	13	42	45	40	42	
CG43339	1	1	1	0	0	0	2	
Mst36Fb	50	44	40	23	13	26	21	
Mst36Fa	50	61	37	29	31	35	25	
CG31751	1340	1527	1092	1400	1099	1287	1060	
tos	859	829	575	737	600	739	651	
msl-1	3683	3522	2239	4104	3476	3998	3226	
CG10336	818	706	522	991	868	937	841	
CG10383	563	559	388	584	504	570	418	
CG10338	990	1109	694	1052	924	1000	854	
CG10341	2051	2057	1151	2474	2218	2640	2133	
CG10376	1557	1438	1061	1429	1255	1378	1307	
CG10343	1171	1198	813	1178	931	1153	1120	
Jwa	5599	5710	3507	5801	4973	5867	5005	
Faf2	3361	3380	2078	3699	3144	3601	3176	
Grip71	1857	1864	1080	2493	2325	2821	2452	
Irk3	158	178	143	230	183	165	149	
CG10348	0	0	1	3	0	0	0	
lncRNA:CR44768	1	0	0	0	0	1	0	
lncRNA:CR44769	1	0	0	1	0	0	1	
CG42752	0	0	0	0	1	0	0	
CG15167	0	0	0	0	0	0	0	
ham	2334	2387	1554	2321	2038	2509	2022	
lncRNA:CR43804	1	3	0	1	0	0	2	
lncRNA:CR44904	9	9	6	6	8	9	3	
CG43814	1	4	2	9	6	4	1	
lncRNA:CR43817	2	10	7	7	7	7	9	
CG10570	0	0	0	0	0	0	0	
CG42502	0	0	0	0	0	0	0	
CG17325	0	0	0	0	0	0	0	
CG42305	0	0	0	0	0	0	0	
CG17324	0	0	0	0	1	1	0	
CG17323	1943	2308	942	2522	1950	2411	1968	
CG17322	53	87	40	36	46	36	45	
CG17597	1180	1223	699	1139	951	1129	1082	
ScpX	3971	4079	2133	3948	3440	4021	3701	
CG10600	5811	5627	3794	6365	5280	6422	4964	
CG31752	1	2	0	6	1	6	2	
CG33120	82	119	29	49	52	66	43	
CG17321	719	654	474	765	669	716	487	
CG10602	8445	8854	5300	9645	8151	10057	8535	
mRpL13	778	670	406	837	661	765	739	
tup	1750	1796	1116	1955	1619	1950	1510	
mir-4946	0	1	0	0	0	0	0	
lncRNA:CR44737	0	5	3	6	3	3	2	
lncRNA:CR44739	0	0	0	0	2	1	0	
lncRNA:CR44738	6	6	1	7	11	4	5	
ssp3	3656	3933	2426	3965	3373	3874	2897	
lncRNA:CR44740	10	14	6	15	10	10	9	
CG46304	22	21	13	33	14	21	20	
CG10428	1477	1471	1022	1809	1420	1757	1560	
Nedd8	2806	2826	1999	2908	2628	3104	2641	
CG10621	365	803	181	233	224	391	319	
lncRNA:CR44741	2	0	1	1	0	1	1	
CG10623	494	622	300	630	545	632	415	
Nak	4421	4550	2791	5039	4267	5155	3804	
Tango6	1399	1325	1018	1321	1201	1406	1200	
L2HGDH	882	885	653	853	736	826	699	
CG10431	160	169	94	161	145	182	142	
Swip-1	4183	4317	2453	4789	4145	4873	4000	
CG15168	1087	1170	571	1277	1060	1250	1175	
CG15170	20	19	8	4	9	11	2	
CG15169	1	3	0	0	0	1	1	
CG10650	218	338	202	62	42	66	53	
CG31792	7	15	2	2	2	1	14	
CG31793	1000	871	696	1066	890	963	859	
RpL30	43137	41305	24830	44016	39588	47269	43149	
snoRNA:Me28S-A2113	74	53	32	79	55	78	67	
robl37BC	10	11	9	15	17	21	10	
lncRNA:CR45292	2	1	3	3	2	1	0	
lncRNA:CR44184	2	1	0	0	2	0	0	
CG15172	0	1	0	1	2	1	2	
lncRNA:CR43700	6	5	4	9	2	4	5	
Sidpn	2604	2222	1497	2497	2273	2392	2031	
hook	2495	2472	1598	2660	2209	2710	2222	
CG31800	738	743	526	796	667	777	767	
mib2	4111	4125	2400	4184	3557	4347	3480	
Catsup	6264	6642	3531	6824	5867	7132	6072	
Ttc19	611	572	356	488	472	551	499	
Acn	13723	13230	8337	18676	15814	17993	14341	
CG10470	1836	1812	1066	1593	1406	1650	1541	
l(2)37Bb	1321	1254	749	1012	958	1039	987	
Rpn3	10117	10502	5411	11425	9843	11531	9459	
CG10492	4017	4099	2398	4523	3582	4497	3452	
Phlpp	29	40	6	32	19	28	24	
CG10495	495	451	281	469	431	488	476	
CG10702	982	952	566	1186	887	1041	907	
CG17343	0	0	0	0	0	0	0	
CG17572	16	16	9	12	9	10	8	
CR33315	3	0	0	0	0	0	0	
CG10700	0	1	1	2	3	0	0	
Lim3	871	936	610	982	843	917	751	
CG17344	0	0	0	0	0	0	0	
CG43731	0	0	0	0	0	0	0	
lncRNA:CR44905	6	4	3	14	10	2	3	
amd	380	305	209	398	412	377	368	
CG10561	277	243	143	293	283	324	340	
Ddc	1353	1048	373	1974	1482	1959	1047	
l(2)37Cc	7264	7156	3968	8330	7208	8248	7480	
l(2)37Cb	2299	2224	1298	2336	2061	2395	1974	
l(2)37Cd	747	710	515	604	545	583	513	
AsnRS	8994	9147	4969	10644	9186	10918	8999	
DCTN6-p27	1656	1397	888	1496	1435	1599	1477	
l(2)37Cg	469	443	295	525	430	543	542	
brat	44208	44579	25876	42629	33830	39930	31115	
lncRNA:CR44977	15	18	8	22	30	35	18	
CG17568	624	624	371	758	600	749	688	
CG42688	0	4	1	1	0	0	1	
CG46059	0	0	0	1	2	1	1	
gammaTub37C	34	21	26	26	31	45	38	
pigeon	2080	1984	1331	2253	1819	2196	1819	
drl	9968	9897	6106	10316	8994	10491	7807	
lncRNA:CR46209	1	2	1	1	0	1	1	
lncRNA:CR44189	0	2	0	0	0	0	0	
CG31797	0	1	0	0	0	0	0	
lncRNA:CR44191	0	0	0	0	0	0	0	
lncRNA:CR44190	0	0	0	0	0	0	0	
CG17564	0	3	2	0	0	3	5	
CG10750	2	2	1	2	1	2	0	
lncRNA:CR45700	7	8	9	9	8	4	5	
lncRNA:CR45258	0	2	0	0	0	1	1	
dnt	2843	2894	1612	3112	2685	3126	2521	
CG13086	14	31	11	18	21	19	16	
CG17349	1	2	1	2	3	1	2	
CG17350	43	12	12	4	4	18	8	
fon	1972	4296	614	632	561	1165	1035	
CG17549	2410	2278	1262	2129	1936	2907	1644	
CG17544	4045	3826	2561	4797	4064	4362	4045	
CG31798	68	73	65	183	133	146	108	
Pax	5318	5846	2854	4823	4074	4922	4023	
snmRNA:359	0	0	0	0	0	0	0	
Lectin-galC1	170	157	129	55	43	104	28	
lectin-37Da	5	4	1	5	3	3	8	
lectin-37Db	6	5	5	4	3	2	12	
CG13085	29	35	18	28	19	29	17	
CG16771	267	281	154	301	264	353	272	
RtcB	3692	3493	1959	3709	3065	3797	3344	
Rab9	212	177	135	169	145	171	173	
CG10237	924	782	463	890	703	890	736	
RanGAP	8130	7757	4879	8833	7703	9375	8108	
Hs2st	1424	1432	792	1439	1305	1474	1379	
Top2	37446	35401	24124	39352	34792	40018	31678	
CG10026	219	314	70	302	211	329	317	
tj	257	228	147	209	177	178	152	
lncRNA:CR45722	1	0	0	1	1	0	0	
lncRNA:CR45723	0	0	0	0	0	0	0	
lncRNA:CR43839	0	1	0	1	0	0	0	
CG10195	838	774	577	862	741	800	746	
CG13084	2	0	2	0	1	0	1	
CG13083	32	44	17	4	1	5	4	
CG10194	786	725	437	753	667	749	615	
CG18094	225	232	158	248	212	267	248	
CG10189	666	605	383	678	588	592	572	
swm	7544	7958	4696	8542	7533	8687	6837	
Top3alpha	1971	1888	1284	2633	2312	2869	2269	
CG10188	3642	3463	2177	3864	3437	3914	3063	
Hasp	2479	1674	1350	2010	1791	2034	1698	
lncRNA:CR43363	12	11	4	9	10	6	8	
CG10132	2927	2555	1604	2800	2518	2524	2170	
CG10166	2188	2242	1268	2338	2060	2523	2250	
CG10137	974	863	551	974	799	904	733	
CG10165	292	307	197	293	253	286	252	
CG33116	3161	3251	2086	3737	3126	3494	2940	
CG31697	59	51	31	58	52	64	37	
lncRNA:CR45455	0	0	0	0	0	2	1	
CG13082	1400	2253	486	1867	1512	2035	977	
CG13081	71	118	8	53	38	69	19	
ref(2)P	5798	5996	3432	6108	5501	6569	5294	
CG10337	323	371	216	286	212	241	276	
Tep4	19842	16627	17672	15389	13299	17035	16862	
Tep5	9	12	21	15	11	16	15	
CG13078	1	2	2	4	4	2	4	
CG13077	13	14	13	14	12	16	14	
spi	14419	13454	6881	13559	11763	14655	13698	
mir-2a-2	229	174	118	183	175	192	192	
mir-2a-1	1	5	2	2	4	4	4	
mir-2b-2	1	2	3	1	0	0	0	
msb1l	2946	2542	1779	2778	2444	2866	2480	
CG10268	578	572	334	643	530	632	614	
Hakai	2178	2022	992	2205	1832	2124	1986	
PCNA2	286	275	178	373	334	361	316	
CG10366	1247	1140	703	1288	1128	1242	1103	
Lar	690	669	445	845	723	694	550	
lncRNA:CR44978	142	115	90	119	121	126	108	
CG46244	0	0	0	0	0	0	0	
lncRNA:CR44979	3	1	0	2	2	0	1	
scw	1	0	0	0	4	5	0	
CG10462	2272	2289	1650	2391	2041	2197	1804	
Nf-YB	1191	1162	751	1312	1094	1285	1095	
CR44906	127	138	108	321	298	368	320	
CG10631	7232	7153	4990	8182	6800	7851	6071	
CG10628	929	778	496	806	803	980	781	
CG10463	1059	1039	574	1388	1279	1533	1421	
fbp	2323	2432	1205	2761	2387	2929	2629	
bsh	157	184	136	235	159	207	138	
CdGAPr	7838	7846	4960	8922	7429	8485	6246	
CG10466	501	503	290	522	480	566	476	
fs(2)ltoPP43	3454	3458	1932	3727	3048	3549	3181	
sick	7763	7596	4538	8613	7037	8121	5752	
snRNA:U4:38AB	1	0	0	0	0	1	0	
snRNA:U5:38ABa	2	0	2	3	0	0	1	
snRNA:U2:38ABb	0	0	0	1	0	1	0	
CG13962	63	82	18	135	159	96	95	
snRNA:U2:38ABa	4	1	3	7	1	5	4	
snRNA:U5:38ABb	2	0	0	3	1	2	1	
CG10481	0	1	0	0	2	2	1	
lncRNA:CR43097	1	1	0	3	1	1	0	
TotF	0	0	1	1	0	1	0	
Victoria	0	4	0	3	0	0	0	
lncRNA:CR43828	0	2	0	2	3	28	1	
lncRNA:CR43827	0	1	0	0	0	0	1	
lncRNA:CR45183	0	0	2	3	0	4	1	
COX4	8452	8468	4683	9291	8062	9348	8222	
CG34051	1	4	11	6	3	5	2	
CG42866	0	0	1	3	5	0	2	
CG13965	0	1	5	1	0	1	3	
CG16772	2	0	11	5	6	0	2	
asRNA:CR45701	0	0	0	0	0	0	0	
CG10680	1	1	0	0	1	2	0	
OS9	2	2	1	1	1	2	2	
Hf	78	142	35	36	44	58	36	
CG43861	739	817	438	1048	811	1075	758	
lncRNA:CR43620	2	1	1	1	1	0	2	
lncRNA:CR44908	0	0	0	0	0	0	0	
AANATL3	1	0	0	0	0	0	0	
sNPF	745	606	454	482	437	485	411	
barr	5328	5024	3326	5741	4987	5741	4822	
lok	2400	2300	1671	3035	2674	2793	2526	
vls	1916	1839	1033	2088	1784	2031	1819	
bwa	781	934	404	928	676	692	503	
asRNA:CR44907	0	0	0	1	0	2	1	
CG10730	206	167	112	176	161	170	146	
pr	1900	1988	1208	2029	1661	2137	1847	
neb	2031	1809	1191	1939	1750	1912	1769	
fok	2090	2254	1264	2987	2508	3016	2520	
CG10747	553	548	360	591	495	570	488	
CG10721	695	665	433	680	613	703	582	
Taf13	1187	1113	784	1265	1142	1434	1203	
nesd	3364	3205	2010	3719	3058	3598	3184	
mRpS18B	1068	1043	579	1128	1007	1110	1024	
Kua	55	50	49	58	55	57	43	
CG13970	7	10	3	4	7	2	9	
CG10651	0	0	0	0	0	0	0	
lncRNA:CR40341	1	0	0	0	0	0	1	
lncRNA:CR40172	0	0	0	0	0	0	0	
lncRNA:CR40465	0	0	0	0	0	0	0	
CG17571	139	55	10	6	4	230	8	
CG17570	3	1	1	1	3	4	3	
CG12617	2	1	3	0	4	2	2	
lncRNA:CR43414	0	0	0	0	0	0	0	
spir	2142	2131	1412	2238	1896	2013	1551	
lncRNA:CR43606	0	1	0	1	1	2	0	
La	11582	11351	6665	11821	10563	12769	11724	
RtGEF	3024	3041	1880	3259	2776	3216	2763	
snoRNA:Me28S-A3365	1	2	0	2	4	1	5	
Ugt37a1	2	0	0	3	0	0	0	
CG16798	141	157	47	187	136	185	116	
CG10947	456	387	205	399	296	313	270	
CG10949	954	863	536	953	895	1005	887	
Arpc2	6345	6455	3816	7007	6012	7449	6737	
snoRNA:Psi18S-525a	0	1	1	1	1	3	2	
snoRNA:Psi18S-640a	0	0	0	0	0	0	0	
snoRNA:Psi18S-525b	0	0	0	0	0	0	0	
snoRNA:Psi18S-525c	1	0	0	0	0	0	0	
snoRNA:Psi18S-640b	2	3	0	0	1	0	3	
snoRNA:Psi18S-525d	0	0	0	0	2	0	0	
snoRNA:Psi18S-640c	0	0	0	1	0	0	1	
snoRNA:Psi18S-525e	0	1	0	2	0	0	2	
snoRNA:Psi18S-640d	2	1	4	4	0	1	4	
snoRNA:Psi18S-525f	0	1	0	3	1	3	1	
snoRNA:Psi18S-525g	2	1	1	1	3	1	1	
snoRNA:Psi18S-640e	1	1	1	3	0	3	0	
snoRNA:Psi18S-525h	1	3	2	4	0	3	2	
snoRNA:Psi18S-640f	2	5	0	2	2	0	3	
snoRNA:Psi18S-525i	0	2	0	0	0	0	0	
snoRNA:Psi18S-640g	5	0	1	2	2	2	1	
snoRNA:Psi18S-525j	4	1	1	2	2	2	1	
CG15130	2	6	3	2	2	3	2	
CG31688	2129	2189	1303	2329	1829	2319	1898	
lncRNA:CR43607	18	30	9	14	10	8	11	
CG31683	5	3	3	3	2	2	3	
CG31687	241	224	167	339	236	326	268	
CG18858	272	304	188	293	260	276	233	
Cdc23	995	941	611	1059	874	1071	907	
CG2493	11406	11825	6052	9887	8640	10429	9382	
lncRNA:CR44980	0	0	0	0	1	0	0	
CG43233	0	4	1	1	0	0	0	
lncRNA:CR43234	1	1	1	0	1	1	1	
lncRNA:CR45361	2	4	0	3	1	1	1	
mir-1	0	0	0	0	0	0	0	
lncRNA:CR45360	1	0	0	0	0	0	0	
lncRNA:CR45359	2	1	1	0	0	1	0	
CG34007	7	16	7	15	11	10	8	
lncRNA:CR45702	0	0	0	0	0	0	0	
CG44270	0	0	0	0	0	0	0	
lncRNA:CR45707	0	0	0	0	0	0	0	
lncRNA:TS1	0	0	0	0	0	0	0	
lncRNA:CR45347	5	4	5	2	4	4	4	
mir-4973	0	0	0	0	0	0	0	
lncRNA:CR44909	0	0	0	0	0	0	0	
CG31677	0	0	0	0	0	0	0	
lncRNA:CR43608	0	1	0	0	0	0	0	
CG15475	3	3	1	1	6	6	2	
mir-133	0	0	0	0	0	0	0	
mir-288	0	0	0	0	0	0	0	
CG17472	1	0	0	0	0	0	3	
CR43158	2	2	1	0	0	0	1	
CG31680	1	1	3	0	0	0	0	
Sfp38D	1	3	3	4	5	5	3	
CG17470	165	130	106	115	112	117	127	
phr6-4	694	614	402	537	500	550	635	
CG2608	830	897	515	880	809	996	936	
Uhg3	863	845	546	805	771	796	818	
snoRNA:Me28S-C2645a	0	0	0	0	0	0	0	
snoRNA:Me28S-C2645b	4	5	1	5	1	1	4	
snoRNA:Me28S-C2645c	0	0	0	0	0	0	0	
CG18810	6	3	0	3	4	0	3	
CG2611	245	277	153	309	260	313	256	
brun	2734	2724	1713	3157	2658	3079	2509	
CG2614	1684	1644	1087	1855	1576	1851	1616	
CG31678	3469	3379	1950	3555	3062	3612	2784	
lncRNA:CR45004	19	12	8	19	14	17	5	
IKKepsilon	2110	2294	1358	2368	2025	2454	2141	
Cen	3184	3257	2085	3610	3062	3822	3159	
CG2617	882	894	533	848	750	850	766	
Hr38	33	31	17	34	31	33	28	
lncRNA:CR44187	0	0	0	0	0	0	0	
lncRNA:CR44188	0	0	0	0	0	0	0	
lncRNA:CR45306	0	0	0	0	0	0	0	
CG9316	0	1	0	0	2	0	0	
CarT	113	117	77	159	122	139	112	
TM9SF2	9663	10030	6273	10047	8491	10137	8410	
Fs(2)Ket	19495	18411	13535	18731	15490	17189	13244	
CG9319	934	885	548	771	713	770	719	
Ns4	2111	2243	1274	2146	1777	2194	1924	
Rhau	2099	1975	1205	2151	1905	2145	1768	
dia	3135	3157	1915	3656	3100	3629	3037	
cad	6	14	19	15	19	18	37	
Pomp	5586	5696	3075	6432	5439	6431	5908	
vari	9795	9993	5540	10733	9163	10734	9174	
lncRNA:CR44146	18	11	9	10	10	11	15	
CG9328	2140	1992	1406	2082	1899	2049	1631	
CG33322	2	5	0	2	2	2	4	
CheB38b	2	1	1	1	5	1	3	
CheB38a	5	2	0	4	1	2	1	
CheB38c	6	4	7	4	3	6	3	
CG9331	4707	5110	2683	5199	4274	5470	4480	
CG31673	782	805	642	647	561	633	661	
CG31674	19	16	11	18	8	23	14	
Oseg5	289	465	195	26	17	46	15	
Spn38F	0	0	0	0	0	0	0	
CG31676	307	282	174	1833	1528	1997	1585	
lncRNA:CR44307	3	1	0	17	13	9	7	
CG14402	0	1	0	0	0	0	0	
twit	1066	1003	808	988	885	1054	902	
CG14400	3	2	0	1	0	2	0	
CG9336	1490	1614	936	1643	1475	1885	1527	
CR9337	0	0	0	1	0	0	0	
CG9338	1560	1161	946	1121	1018	1237	1160	
